157.0.0.0,157.0.255.255,AS,CN,Jiangsu,"Xuzhou (Pizhou Shi)",34.3388,118.014
157.130.149.0,157.130.156.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.157.0,157.130.157.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.158.0,157.130.160.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.161.0,157.130.162.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.163.0,157.130.163.255,NA,US,Virginia,Sliders,37.4316,-78.6569
157.130.164.0,157.130.164.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.165.0,157.130.165.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.166.0,157.130.166.255,NA,US,Colorado,Denver,39.7376,-104.985
157.130.167.0,157.130.172.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.173.0,157.130.173.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.174.0,157.130.174.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.175.0,157.130.175.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.176.0,157.130.176.255,NA,US,"New Jersey",Newark,40.7357,-74.1724
157.130.177.0,157.130.177.255,NA,US,Colorado,Georgetown,39.55,-105.782
157.130.178.0,157.130.178.147,NA,US,California,Sunnyvale,37.3785,-122
157.130.178.148,157.130.179.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.180.0,157.130.180.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.181.0,157.130.191.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.192.0,157.130.193.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.194.0,157.130.195.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.196.0,157.130.196.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.197.0,157.130.200.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.201.0,157.130.201.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.202.0,157.130.206.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.207.0,157.130.210.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.211.0,157.130.214.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.215.0,157.130.215.255,NA,US,Maine,Portland,43.6615,-70.2553
157.130.216.0,157.130.216.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.217.0,157.130.217.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.218.0,157.130.218.255,NA,US,"North Dakota",Bismarck,46.809,-100.788
157.130.219.0,157.130.220.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.221.0,157.130.222.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.223.0,157.130.225.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.226.0,157.130.226.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.227.0,157.130.236.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.237.0,157.130.237.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.238.0,157.130.238.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.239.0,157.130.239.255,NA,US,Arizona,Phoenix,33.4484,-112.074
157.130.240.0,157.130.241.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.242.0,157.130.245.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.246.0,157.130.246.255,NA,US,"New Jersey",Newark,40.7357,-74.1724
157.130.247.0,157.130.247.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.248.0,157.130.248.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.249.0,157.130.250.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.251.0,157.130.251.255,NA,US,"New York","New York",40.7056,-73.978
157.130.252.0,157.130.254.123,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.254.124,157.130.254.127,NA,US,California,Sunnyvale,37.3785,-122
157.130.254.128,157.130.255.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.131.0.0,157.131.1.255,NA,US,California,"Palo Alto",37.4419,-122.143
157.131.2.0,157.131.2.255,NA,US,California,"San Jose",37.3394,-121.895
157.131.3.0,157.131.3.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.131.4.0,157.131.5.255,NA,US,California,"San Jose",37.3394,-121.895
157.131.6.0,157.131.6.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.131.7.0,157.131.8.255,NA,US,California,"San Jose",37.3394,-121.895
157.131.9.0,157.131.9.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.131.10.0,157.131.10.255,NA,US,California,"Palo Alto",37.4419,-122.143
157.131.11.0,157.131.12.255,NA,US,Kansas,"Kansas City",39.1141,-94.6275
157.131.13.0,157.131.13.255,NA,US,California,"San Jose",37.3394,-121.895
157.131.14.0,157.131.15.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.131.16.0,157.131.63.255,NA,US,"New Jersey",Newark,40.7357,-74.1724
157.131.64.0,157.131.64.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.65.0,157.131.65.255,NA,US,California,Petaluma,38.2324,-122.637
157.131.66.0,157.131.67.255,NA,US,California,"Santa Rosa (Southwest Santa Rosa)",38.4192,-122.752
157.131.68.0,157.131.70.255,NA,US,California,"Daly City",37.6879,-122.47
157.131.71.0,157.131.73.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.74.0,157.131.74.255,NA,US,California,"Noe Valley",37.7502,-122.434
157.131.75.0,157.131.75.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.76.0,157.131.76.255,NA,US,California,"Noe Valley",37.7502,-122.434
157.131.77.0,157.131.86.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.87.0,157.131.87.255,NA,US,California,"Daly City",37.6879,-122.47
157.131.88.0,157.131.88.255,NA,US,California,"Santa Rosa (Southwest Santa Rosa)",38.4192,-122.752
157.131.89.0,157.131.89.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.90.0,157.131.90.255,NA,US,California,"Santa Rosa (Southwest Santa Rosa)",38.4192,-122.752
157.131.91.0,157.131.91.255,NA,US,California,Petaluma,38.2324,-122.637
157.131.92.0,157.131.95.255,NA,US,California,Berkeley,37.8716,-122.273
157.131.96.0,157.131.103.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.104.0,157.131.105.255,NA,US,California,"Santa Rosa (Southwest Santa Rosa)",38.4192,-122.752
157.131.106.0,157.131.106.255,NA,US,California,Albany,37.8869,-122.298
157.131.107.0,157.131.111.255,NA,US,California,Berkeley,37.8716,-122.273
157.131.112.0,157.131.128.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.129.0,157.131.129.255,NA,US,California,"Daly City",37.6879,-122.47
157.131.130.0,157.131.131.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.132.0,157.131.132.255,NA,US,California,Berkeley,37.8716,-122.273
157.131.133.0,157.131.133.255,NA,US,California,"Santa Rosa (Southwest Santa Rosa)",38.4192,-122.752
157.131.134.0,157.131.134.255,NA,US,California,"San Jose",37.3394,-121.895
157.131.135.0,157.131.135.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.136.0,157.131.136.255,NA,US,California,"Santa Rosa (Southwest Santa Rosa)",38.4192,-122.752
157.131.137.0,157.131.137.255,NA,US,California,"San Jose",37.3394,-121.895
157.131.138.0,157.131.139.255,NA,US,California,Petaluma,38.2324,-122.637
157.131.140.0,157.131.143.255,NA,US,California,Berkeley,37.8716,-122.273
157.131.144.0,157.131.147.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.148.0,157.131.149.255,NA,US,California,"Santa Rosa (Southwest Santa Rosa)",38.4192,-122.752
157.131.150.0,157.131.150.255,NA,US,California,Cloverdale,38.8055,-123.017
157.131.151.0,157.131.155.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.156.0,157.131.156.255,NA,US,California,Vallejo,38.1041,-122.257
157.131.157.0,157.131.158.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.159.0,157.131.159.255,NA,US,California,"Los Altos",37.3852,-122.114
157.131.160.0,157.131.162.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.163.0,157.131.163.255,NA,US,California,"Daly City",37.6879,-122.47
157.131.164.0,157.131.164.255,NA,US,California,Brentwood,37.9319,-121.696
157.131.165.0,157.131.165.255,NA,US,California,"Walnut Creek",37.9101,-122.065
157.131.166.0,157.131.167.255,NA,US,California,Brentwood,37.9319,-121.696
157.131.168.0,157.131.170.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.171.0,157.131.171.255,NA,US,California,"Noe Valley",37.7502,-122.434
157.131.172.0,157.131.172.255,NA,US,California,"Santa Rosa (Southwest Santa Rosa)",38.4192,-122.752
157.131.173.0,157.131.173.255,NA,US,California,"Daly City",37.6879,-122.47
157.131.174.0,157.131.174.255,NA,US,California,"Palo Alto",37.4419,-122.143
157.131.175.0,157.131.175.255,NA,US,California,Richmond,37.9358,-122.348
157.131.176.0,157.131.178.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.131.179.0,157.131.179.255,NA,US,California,"San Jose",37.3394,-121.895
157.131.180.0,157.131.180.255,NA,US,California,"Daly City",37.6879,-122.47
157.131.181.0,157.131.184.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.185.0,157.131.185.255,NA,US,California,"Daly City",37.6879,-122.47
157.131.186.0,157.131.187.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.188.0,157.131.189.255,NA,US,California,"Santa Rosa (Southwest Santa Rosa)",38.4192,-122.752
157.131.190.0,157.131.190.255,NA,US,California,Petaluma,38.2324,-122.637
157.131.191.0,157.131.191.255,NA,US,California,"Santa Rosa (Southwest Santa Rosa)",38.4192,-122.752
157.131.192.0,157.131.192.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.193.0,157.131.193.255,NA,US,California,Oakland,37.8044,-122.271
157.131.194.0,157.131.194.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.131.195.0,157.131.195.255,NA,US,California,"Rohnert Park",38.3396,-122.701
157.131.196.0,157.131.202.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.203.0,157.131.203.255,NA,US,California,"Mission District",37.7599,-122.419
157.131.204.0,157.131.207.255,NA,US,California,Berkeley,37.8716,-122.273
157.131.208.0,157.131.208.255,NA,US,California,"San Rafael",37.9735,-122.531
157.131.209.0,157.131.209.255,NA,US,California,"Daly City",37.6879,-122.47
157.131.210.0,157.131.210.255,NA,US,California,"San Rafael",37.9735,-122.531
157.131.211.0,157.131.211.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.131.212.0,157.131.215.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.216.0,157.131.216.255,NA,US,California,"Daly City",37.6879,-122.47
157.131.217.0,157.131.217.255,NA,US,California,Petaluma,38.2324,-122.637
157.131.218.0,157.131.219.255,NA,US,California,"Santa Rosa (Southwest Santa Rosa)",38.4192,-122.752
157.131.220.0,157.131.221.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.222.0,157.131.222.255,NA,US,California,"Daly City",37.6879,-122.47
157.131.223.0,157.131.223.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.224.0,157.131.225.255,NA,US,"North Carolina",Winston-Salem,36.0999,-80.2442
157.131.226.0,157.131.227.255,NA,US,California,"San Jose",37.3394,-121.895
157.131.228.0,157.131.229.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.131.230.0,157.131.231.255,NA,US,Kansas,"Kansas City",39.1141,-94.6275
157.131.232.0,157.131.232.255,NA,US,California,"San Jose",37.3394,-121.895
157.131.233.0,157.131.238.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.131.239.0,157.131.239.255,NA,US,California,"San Jose",37.3394,-121.895
157.131.240.0,157.131.240.255,NA,US,California,Larkspur,37.9341,-122.535
157.131.241.0,157.131.243.255,NA,US,California,Berkeley,37.8716,-122.273
157.131.244.0,157.131.247.255,NA,US,California,"San Francisco",37.7749,-122.419
157.131.248.0,157.131.255.255,NA,US,California,Berkeley,37.8716,-122.273
157.132.0.0,157.132.255.255,NA,US,Colorado,Centennial,39.5832,-104.835
157.133.0.0,157.133.15.255,EU,RU,Moscow,"Moscow (Tsentralnyy administrativnyy okrug)",55.7321,37.6471
157.133.16.0,157.133.19.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.133.20.0,157.133.23.255,NA,US,"New York","New York",40.7128,-74.0059
157.133.24.0,157.133.39.255,NA,US,Pennsylvania,"Newtown Square",39.9879,-75.4162
157.133.40.0,157.133.44.255,NA,US,Colorado,Denver,39.7376,-104.985
157.133.45.0,157.133.45.255,NA,US,Colorado,"Colorado Springs",38.8339,-104.821
157.133.46.0,157.133.47.255,NA,US,Colorado,Denver,39.7376,-104.985
157.133.48.0,157.133.63.255,NA,CA,Ontario,"Toronto (North York)",43.7469,-79.4095
157.133.64.0,157.133.71.255,EU,DE,Baden-Württemberg,Walldorf,49.2938,8.64137
157.133.72.0,157.133.79.255,AS,SA,"Ar Riyāḑ","Riyadh (Al Mohammadiyah)",24.7428,46.6559
157.133.80.0,157.133.87.255,AS,AE,Dubai,"Dubai (Al Sufouh)",25.1043,55.1628
157.133.88.0,157.133.95.255,AS,SA,"Ar Riyāḑ","Riyadh (Al Mohammadiyah)",24.7428,46.6559
157.133.96.0,157.133.111.255,OC,AU,"New South Wales","North Sydney",-33.8348,151.209
157.133.112.0,157.133.127.255,EU,DE,Baden-Württemberg,Walldorf,49.2938,8.64137
157.133.128.0,157.133.143.255,EU,NL,"North Brabant",'s-Hertogenbosch,51.7127,5.33945
157.133.144.0,157.133.159.255,AS,JP,Tokyo,Chiyoda,35.6845,139.742
157.133.160.0,157.133.161.255,EU,DE,Baden-Württemberg,Walldorf,49.2938,8.64137
157.133.162.0,157.133.164.255,EU,NL,"North Holland",Amsterdam,52.3702,4.89517
157.133.165.0,157.133.165.255,AS,SG,,Singapore,1.35538,103.868
157.133.166.0,157.133.167.255,NA,US,Pennsylvania,"Newtown Square",39.9879,-75.4162
157.133.168.0,157.133.169.255,OC,AU,"New South Wales","North Sydney",-33.8348,151.209
157.133.170.0,157.133.171.255,EU,NL,"North Brabant",'s-Hertogenbosch,51.7127,5.33945
157.133.172.0,157.133.173.255,EU,RU,Moscow,"Moscow (Tsentralnyy administrativnyy okrug)",55.7321,37.6471
157.133.174.0,157.133.175.255,SA,BR,"São Paulo","Jardim Paulista (Vila Almeida)",-23.622,-46.7012
157.133.176.0,157.133.181.255,NA,US,Pennsylvania,"Newtown Square",39.9879,-75.4162
157.133.182.0,157.133.185.255,AS,JP,Tokyo,Chiyoda,35.6845,139.742
157.133.186.0,157.133.187.255,AS,CN,Shanghai,"Shanghai (Jingan Qu)",31.2222,121.445
157.133.188.0,157.133.191.255,NA,US,Pennsylvania,"Newtown Square",39.9879,-75.4162
157.133.192.0,157.133.195.255,AS,CN,Guangdong,"Guangzhou (Tianhe Qu)",23.1751,113.341
157.133.196.0,157.133.199.255,AS,CN,Shanghai,"Shanghai (Jingan Qu)",31.2222,121.445
157.133.200.0,157.133.207.255,EU,DE,Baden-Württemberg,Walldorf,49.2938,8.64137
157.133.208.0,157.133.209.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.133.210.0,157.133.211.255,EU,NL,"North Holland",Amsterdam,52.3702,4.89517
157.133.212.0,157.133.212.255,NA,US,"New Jersey",Newark,40.7357,-74.1724
157.133.213.0,157.133.213.255,EU,GB,England,London,51.5074,-0.127758
157.133.214.0,157.133.214.255,EU,DE,Hesse,"Frankfurt am Main",50.1109,8.68213
157.133.215.0,157.133.215.255,NA,US,"New York","New York",40.7128,-74.0059
157.133.216.0,157.133.219.255,NA,US,Pennsylvania,"Newtown Square",39.9863,-75.4083
157.133.220.0,157.133.223.255,EU,NL,"North Holland",Amsterdam,52.3702,4.89517
157.133.224.0,157.133.225.255,EU,DE,Hesse,"Frankfurt am Main",50.1109,8.68213
157.133.226.0,157.133.231.255,EU,NL,"North Holland",Amsterdam,52.3702,4.89517
157.133.232.0,157.133.232.255,NA,US,Massachusetts,Waltham,42.3765,-71.2356
157.133.233.0,157.133.233.255,EU,GB,England,London,51.5074,-0.127758
157.133.234.0,157.133.235.255,OC,AU,"New South Wales","North Sydney",-33.8348,151.209
157.133.236.0,157.133.236.255,AS,CN,Guangdong,"Guangzhou (Tianhe Qu)",23.1751,113.341
157.133.237.0,157.133.237.255,EU,RU,Moscow,"Moscow (Tsentralnyy administrativnyy okrug)",55.7321,37.6471
157.133.238.0,157.133.238.255,EU,DE,Hesse,"Frankfurt am Main",50.1109,8.68213
157.133.239.0,157.133.239.255,EU,GB,England,London,51.5074,-0.127758
157.133.240.0,157.133.247.255,SA,BR,"São Paulo","Jardim Paulista (Vila Almeida)",-23.622,-46.7012
157.133.248.0,157.133.255.255,EU,NL,"North Holland",Amsterdam,52.3702,4.89517
157.134.0.0,157.134.2.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.3.0,157.134.5.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.6.0,157.134.6.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.7.0,157.134.7.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.8.0,157.134.9.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.10.0,157.134.10.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.11.0,157.134.17.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.18.0,157.134.18.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.19.0,157.134.20.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.21.0,157.134.22.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.23.0,157.134.26.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.27.0,157.134.28.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.29.0,157.134.36.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.37.0,157.134.37.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.38.0,157.134.38.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.39.0,157.134.40.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.41.0,157.134.45.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.46.0,157.134.46.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.47.0,157.134.54.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.55.0,157.134.56.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.57.0,157.134.62.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.63.0,157.134.63.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.64.0,157.134.71.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.72.0,157.134.73.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.74.0,157.134.76.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.77.0,157.134.77.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.78.0,157.134.81.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.82.0,157.134.82.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.83.0,157.134.83.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.84.0,157.134.85.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.86.0,157.134.87.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.88.0,157.134.89.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.90.0,157.134.91.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.92.0,157.134.93.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.94.0,157.134.95.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.96.0,157.134.96.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.97.0,157.134.107.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.108.0,157.134.109.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.110.0,157.134.114.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.115.0,157.134.116.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.117.0,157.134.122.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.123.0,157.134.124.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.125.0,157.134.125.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.126.0,157.134.127.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.128.0,157.134.128.255,NA,US,Ohio,Ashley,40.4173,-82.9071
157.134.129.0,157.134.130.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.131.0,157.134.131.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.132.0,157.134.132.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.133.0,157.134.133.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.134.0,157.134.135.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.136.0,157.134.138.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.139.0,157.134.140.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.141.0,157.134.141.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.142.0,157.134.142.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.143.0,157.134.157.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.158.0,157.134.158.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.159.0,157.134.160.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.161.0,157.134.161.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.162.0,157.134.162.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.163.0,157.134.164.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.165.0,157.134.168.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.169.0,157.134.170.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.171.0,157.134.173.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.174.0,157.134.176.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.177.0,157.134.179.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.180.0,157.134.181.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.182.0,157.134.182.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.183.0,157.134.184.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.185.0,157.134.185.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.186.0,157.134.188.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.189.0,157.134.196.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.197.0,157.134.197.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.198.0,157.134.198.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.199.0,157.134.199.255,NA,US,California,Marina,36.6563,-121.823
157.134.200.0,157.134.200.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.201.0,157.134.202.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.203.0,157.134.204.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.205.0,157.134.206.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.207.0,157.134.208.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.209.0,157.134.212.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.213.0,157.134.214.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.215.0,157.134.216.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.217.0,157.134.217.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.218.0,157.134.221.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.222.0,157.134.222.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.223.0,157.134.230.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.231.0,157.134.232.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.233.0,157.134.235.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.236.0,157.134.236.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.237.0,157.134.239.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.240.0,157.134.247.255,NA,US,Ohio,Miamisburg,39.5916,-84.233
157.134.248.0,157.134.251.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.134.252.0,157.134.254.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.134.255.0,157.134.255.255,NA,US,Ohio,"Columbus (West Campus)",39.9999,-83.04
157.135.0.0,157.135.255.255,NA,US,"New Jersey","West Windsor",40.2638,-74.5818
157.136.0.0,157.136.193.255,EU,FR,Île-de-France,Gif-sur-Yvette,48.7046,2.13236
