14.0.0.0,14.0.7.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.228.88.0,14.228.101.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.102.0,14.228.102.255,AS,VN,Haiphong,Haiphong,20.8648,106.683
14.228.103.0,14.228.123.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.124.0,14.228.124.255,AS,VN,"Thanh Hóa","Rừng Thông",19.8191,105.733
14.228.125.0,14.228.125.255,AS,VN,"Thanh Hóa","Quảng Xương",19.7295,105.783
14.228.126.0,14.228.129.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.130.0,14.228.130.255,AS,VN,"Vĩnh Phúc","Hương Canh",21.2788,105.647
14.228.131.0,14.228.138.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.139.0,14.228.139.255,AS,VN,Haiphong,Haiphong,20.8648,106.683
14.228.140.0,14.228.150.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.151.0,14.228.151.255,AS,VN,"Bắc Ninh",Hồ,21.0631,106.086
14.228.152.0,14.228.152.255,AS,VN,"Hòa Bình","Chi Nê",20.4906,105.778
14.228.153.0,14.228.154.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.155.0,14.228.155.255,AS,VN,"Hòa Bình","Chi Nê",20.4906,105.778
14.228.156.0,14.228.187.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.188.0,14.228.188.255,AS,VN,"Bắc Giang","Bắc Giang",21.2731,106.195
14.228.189.0,14.228.248.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.249.0,14.228.249.255,AS,VN,"Nghệ An","Quỳ Hợp",19.3255,105.183
14.228.250.0,14.228.250.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.251.0,14.228.251.255,AS,VN,Haiphong,Haiphong,20.8648,106.683
14.228.252.0,14.228.255.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.0.0,14.229.0.255,AS,VN,Haiphong,Haiphong,20.8648,106.683
14.229.1.0,14.229.16.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.17.0,14.229.17.255,AS,VN,"Nam Định","Mỹ Lộc",20.4411,106.102
14.229.18.0,14.229.44.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.45.0,14.229.45.255,AS,VN,"Nghệ An","Diễn Châu",18.9765,105.6
14.229.46.0,14.229.46.255,AS,VN,Haiphong,Haiphong,20.8648,106.683
14.229.47.0,14.229.50.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.51.0,14.229.51.255,AS,VN,"Tuyên Quang","Thị Trấn Tân Yên",22.0655,105.035
14.229.52.0,14.229.53.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.54.0,14.229.54.255,AS,VN,"Nghệ An","Diễn Châu",18.9765,105.6
14.229.55.0,14.229.64.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.65.0,14.229.65.255,AS,VN,Haiphong,Haiphong,20.8648,106.683
14.229.66.0,14.229.78.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.79.0,14.229.79.255,AS,VN,"Nghệ An","Diễn Châu",18.9765,105.6
14.229.80.0,14.229.83.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.84.0,14.229.84.255,AS,VN,"Bắc Ninh",Hồ,21.0631,106.086
14.229.85.0,14.229.105.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.106.0,14.229.106.255,AS,VN,"Hưng Yên","Lương Bằng",20.74,106.06
14.229.107.0,14.229.121.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.122.0,14.229.123.255,AS,VN,"Yên Bái","Yên Bái",21.7229,104.911
14.229.124.0,14.229.128.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.129.0,14.229.129.255,AS,VN,Haiphong,Haiphong,20.8648,106.683
14.229.130.0,14.229.172.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.173.0,14.229.173.255,AS,VN,"Nam Định","Lien De",20.2209,106.187
14.229.174.0,14.229.185.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.186.0,14.229.186.255,AS,VN,Haiphong,Haiphong,20.8648,106.683
14.229.187.0,14.229.200.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.201.0,14.229.201.255,AS,VN,"Lạng Sơn","Thị Trấn Cao Lộc",21.8665,106.768
14.229.202.0,14.229.205.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.206.0,14.229.206.255,AS,VN,"Hải Dương","Gia Lộc",20.8678,106.3
14.229.207.0,14.229.216.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.217.0,14.229.217.255,AS,VN,"Thanh Hóa","Thanh Hóa",19.8,105.767
14.229.218.0,14.229.230.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.231.0,14.229.231.255,AS,VN,"Thái Bình","Thái Bình",20.45,106.34
14.229.232.0,14.229.251.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.229.252.0,14.229.252.255,AS,VN,Haiphong,Haiphong,20.8648,106.683
14.229.253.0,14.230.26.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.27.0,14.230.27.255,AS,VN,"Tiền Giang","Mỹ Tho",10.36,106.36
14.230.28.0,14.230.42.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.43.0,14.230.43.255,AS,VN,"Can Tho","Can Tho",10.0371,105.788
14.230.44.0,14.230.46.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.47.0,14.230.47.255,AS,VN,"Đồng Nai","Long Khánh",10.9265,107.248
14.230.48.0,14.230.48.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.49.0,14.230.49.255,AS,VN,"Bà Rịa-Vũng Tàu","Thị Trấn Ngải Giao",10.6471,107.246
14.230.50.0,14.230.89.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.90.0,14.230.90.255,AS,VN,"Kiến Giang","Rach Gia",10.0125,105.081
14.230.91.0,14.230.94.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.95.0,14.230.95.255,AS,VN,"Lâm Đồng","Da Lat",11.9465,108.442
14.230.96.0,14.230.96.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.97.0,14.230.97.255,AS,VN,"An Giang","Chợ Mới",10.5512,105.404
14.230.98.0,14.230.98.255,AS,VN,"Bình Thuận","Phan Thiết",10.9289,108.102
14.230.99.0,14.230.113.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.114.0,14.230.114.255,AS,VN,"Bạc Liêu","Thị Trấn Phước Long",9.43753,105.462
14.230.115.0,14.230.132.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.133.0,14.230.133.255,AS,VN,"Bình Dương","Thu Dau Mot",10.9804,106.652
14.230.134.0,14.230.141.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.142.0,14.230.142.255,AS,VN,"Long An","Tân Trụ",10.5127,106.508
14.230.143.0,14.230.143.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.144.0,14.230.144.255,AS,VN,"Bình Dương","Thu Dau Mot",10.9804,106.652
14.230.145.0,14.230.154.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.155.0,14.230.155.255,AS,VN,"Lâm Đồng","Đưc Trọng",11.7356,108.373
14.230.156.0,14.230.167.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.168.0,14.230.168.255,AS,VN,"Ho Chi Minh","Tân Túc",10.6954,106.591
14.230.169.0,14.230.189.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.190.0,14.230.190.255,AS,VN,"Bình Thuận","La Gi",10.6599,107.772
14.230.191.0,14.230.199.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.200.0,14.230.200.255,AS,VN,"Bình Thuận","Ma Lâm",11.073,108.13
14.230.201.0,14.230.202.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.203.0,14.230.203.255,AS,VN,"Đồng Nai","Long Khánh",10.9265,107.248
14.230.204.0,14.230.210.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.211.0,14.230.211.255,AS,VN,"Lâm Đồng","Da Lat",11.9465,108.442
14.230.212.0,14.230.235.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.236.0,14.230.236.255,AS,VN,"Trà Vinh","Châu Thành",9.86989,106.349
14.230.237.0,14.230.241.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.242.0,14.230.242.255,AS,VN,"An Giang","Tri Tôn",10.4202,105.001
14.230.243.0,14.230.252.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.230.253.0,14.230.253.255,AS,VN,"Đồng Nai","Biên Hòa",10.9447,106.824
14.230.254.0,14.231.8.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.9.0,14.231.10.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.11.0,14.231.11.255,AS,VN,Hanoi,"Hai BàTrưng",21.0134,105.848
14.231.12.0,14.231.17.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.18.0,14.231.18.255,AS,VN,Hanoi,"Hai BàTrưng",21.0134,105.848
14.231.19.0,14.231.24.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.25.0,14.231.25.255,AS,VN,Hanoi,"Hai BàTrưng",21.0134,105.848
14.231.26.0,14.231.38.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.39.0,14.231.39.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.40.0,14.231.40.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.41.0,14.231.41.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.42.0,14.231.45.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.46.0,14.231.47.255,AS,VN,Hanoi,"Trâu Quỳ",21.0195,105.937
14.231.48.0,14.231.57.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.58.0,14.231.59.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.60.0,14.231.61.255,AS,VN,Hanoi,"Hai BàTrưng",21.0134,105.848
14.231.62.0,14.231.71.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.72.0,14.231.79.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.80.0,14.231.80.255,AS,VN,"Vĩnh Phúc","Phúc Yên",21.2369,105.705
14.231.81.0,14.231.83.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.84.0,14.231.84.255,AS,VN,Hanoi,"Sóc Sơn",21.2578,105.849
14.231.85.0,14.231.90.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.91.0,14.231.91.255,AS,VN,Hanoi,"Trâu Quỳ",21.0195,105.937
14.231.92.0,14.231.95.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.96.0,14.231.96.255,AS,VN,Hanoi,"Sóc Sơn",21.2578,105.849
14.231.97.0,14.231.99.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.100.0,14.231.100.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.101.0,14.231.103.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.104.0,14.231.104.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.105.0,14.231.111.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.112.0,14.231.112.255,AS,VN,Hanoi,"Sóc Sơn",21.2578,105.849
14.231.113.0,14.231.114.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.115.0,14.231.115.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.116.0,14.231.116.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.117.0,14.231.117.255,AS,VN,Hanoi,"Trâu Quỳ",21.0195,105.937
14.231.118.0,14.231.119.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.120.0,14.231.121.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.122.0,14.231.122.255,AS,VN,Hanoi,"Trâu Quỳ",21.0195,105.937
14.231.123.0,14.231.123.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.124.0,14.231.125.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.126.0,14.231.127.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.128.0,14.231.128.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.129.0,14.231.135.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.136.0,14.231.137.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.138.0,14.231.139.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.140.0,14.231.140.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.141.0,14.231.143.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.144.0,14.231.146.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.147.0,14.231.150.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.151.0,14.231.153.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.154.0,14.231.154.255,AS,VN,Hanoi,"Cầu Giấy",21.0323,105.801
14.231.155.0,14.231.155.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.156.0,14.231.157.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.158.0,14.231.161.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.162.0,14.231.162.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.163.0,14.231.163.255,AS,VN,Hanoi,Hanoi,21.0245,105.841
14.231.164.0,14.231.166.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.167.0,14.231.167.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.168.0,14.231.168.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.169.0,14.231.169.255,AS,VN,Hanoi,Hanoi,21.0245,105.841
14.231.170.0,14.231.173.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.174.0,14.231.174.255,AS,VN,Hanoi,Hanoi,21.0245,105.841
14.231.175.0,14.231.175.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.176.0,14.231.176.255,AS,VN,Hanoi,"Đống Đa",21.0201,105.831
14.231.177.0,14.231.177.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.178.0,14.231.178.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.179.0,14.231.183.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.184.0,14.231.188.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.189.0,14.231.189.255,AS,VN,Hanoi,"Đống Đa",21.0201,105.831
14.231.190.0,14.231.191.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.192.0,14.231.192.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.193.0,14.231.194.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.195.0,14.231.195.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.196.0,14.231.196.255,AS,VN,Hanoi,"Cầu Diễn",21.0393,105.767
14.231.197.0,14.231.197.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.198.0,14.231.200.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.201.0,14.231.201.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.202.0,14.231.202.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.203.0,14.231.203.255,AS,VN,Hanoi,Hanoi,21.0245,105.841
14.231.204.0,14.231.204.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.205.0,14.231.206.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.207.0,14.231.214.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.215.0,14.231.216.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.217.0,14.231.218.255,AS,VN,Hanoi,Hanoi,21.0245,105.841
14.231.219.0,14.231.219.127,AS,VN,Hanoi,"Cầu Giấy",21.0323,105.801
14.231.219.128,14.231.220.255,AS,VN,Hanoi,Hanoi,21.0245,105.841
14.231.221.0,14.231.221.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.222.0,14.231.226.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.227.0,14.231.227.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.228.0,14.231.230.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.231.0,14.231.231.255,AS,VN,Hanoi,"Cầu Giấy",21.0323,105.801
14.231.232.0,14.231.233.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.234.0,14.231.234.255,AS,VN,Hanoi,"Cầu Diễn",21.0393,105.767
14.231.235.0,14.231.235.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.236.0,14.231.236.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.237.0,14.231.237.255,AS,VN,Hanoi,"Cầu Diễn",21.0393,105.767
14.231.238.0,14.231.238.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.239.0,14.231.239.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.240.0,14.231.240.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.241.0,14.231.242.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.243.0,14.231.243.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.244.0,14.231.244.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.245.0,14.231.247.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.248.0,14.231.248.255,AS,VN,Hanoi,"Cầu Giấy",21.0323,105.801
14.231.249.0,14.231.251.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.231.252.0,14.231.252.255,AS,VN,Hanoi,"Cầu Diễn",21.0393,105.767
14.231.253.0,14.231.253.255,AS,VN,Hanoi,Hanoi,21.0245,105.841
14.231.254.0,14.231.254.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.231.255.0,14.231.255.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.0.0,14.232.0.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.1.0,14.232.1.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.2.0,14.232.2.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.3.0,14.232.4.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.5.0,14.232.9.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.10.0,14.232.10.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.11.0,14.232.11.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.12.0,14.232.12.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.13.0,14.232.13.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.14.0,14.232.14.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.15.0,14.232.15.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.16.0,14.232.17.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.18.0,14.232.18.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.19.0,14.232.20.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.21.0,14.232.22.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.23.0,14.232.23.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.24.0,14.232.24.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.25.0,14.232.25.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.26.0,14.232.27.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.28.0,14.232.28.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.29.0,14.232.30.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.31.0,14.232.31.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.32.0,14.232.39.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.40.0,14.232.40.255,AS,VN,Hanoi,"Hà Đông",20.9714,105.779
14.232.41.0,14.232.45.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.46.0,14.232.46.255,AS,VN,Hanoi,"Hà Đông",20.9714,105.779
14.232.47.0,14.232.47.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.48.0,14.232.48.255,AS,VN,Hanoi,Phùng,21.089,105.659
14.232.49.0,14.232.49.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.50.0,14.232.54.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.55.0,14.232.55.255,AS,VN,Hanoi,"Kim Bài",20.8526,105.77
14.232.56.0,14.232.56.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.57.0,14.232.57.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.58.0,14.232.59.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.60.0,14.232.60.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.61.0,14.232.61.255,AS,VN,Hanoi,"Hà Đông",20.9714,105.779
14.232.62.0,14.232.62.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.63.0,14.232.63.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.64.0,14.232.68.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.69.0,14.232.69.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.70.0,14.232.70.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.71.0,14.232.71.255,AS,VN,Hanoi,"Tây Đằng",21.1981,105.422
14.232.72.0,14.232.73.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.74.0,14.232.74.255,AS,VN,Hanoi,"Hà Đông",20.9714,105.779
14.232.75.0,14.232.75.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.76.0,14.232.76.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.77.0,14.232.80.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.81.0,14.232.81.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.82.0,14.232.83.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.84.0,14.232.84.255,AS,VN,Hanoi,Phùng,21.089,105.659
14.232.85.0,14.232.85.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.86.0,14.232.86.255,AS,VN,Hanoi,Phùng,21.089,105.659
14.232.87.0,14.232.87.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.88.0,14.232.88.255,AS,VN,Hanoi,Phùng,21.089,105.659
14.232.89.0,14.232.90.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.91.0,14.232.91.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.92.0,14.232.92.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.93.0,14.232.93.255,AS,VN,Hanoi,"Vân Đình",20.7351,105.772
14.232.94.0,14.232.95.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.96.0,14.232.105.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.106.0,14.232.107.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.108.0,14.232.111.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.112.0,14.232.112.255,AS,VN,Hanoi,"Đại Nghĩa",20.6867,105.745
14.232.113.0,14.232.113.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.114.0,14.232.115.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.116.0,14.232.117.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.118.0,14.232.118.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.119.0,14.232.121.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.122.0,14.232.122.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.123.0,14.232.123.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.124.0,14.232.124.255,AS,VN,Hanoi,"Hà Đông",20.9714,105.779
14.232.125.0,14.232.126.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.127.0,14.232.127.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.128.0,14.232.128.255,AS,VN,Hanoi,"Hà Đông",20.9714,105.779
14.232.129.0,14.232.129.255,AS,VN,Hanoi,"Kim Bài",20.8526,105.77
14.232.130.0,14.232.130.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.131.0,14.232.131.255,AS,VN,Hanoi,"Đại Nghĩa",20.6867,105.745
14.232.132.0,14.232.133.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.134.0,14.232.136.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.137.0,14.232.137.255,AS,VN,Hanoi,"Kim Bài",20.8526,105.77
14.232.138.0,14.232.138.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.139.0,14.232.139.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.140.0,14.232.140.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.141.0,14.232.141.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.142.0,14.232.143.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.144.0,14.232.144.255,AS,VN,Hanoi,Phùng,21.089,105.659
14.232.145.0,14.232.150.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.151.0,14.232.152.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.153.0,14.232.154.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.155.0,14.232.155.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.156.0,14.232.159.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.160.0,14.232.160.255,AS,VN,Hanoi,"Hoàn Kiếm",21.0286,105.851
14.232.161.0,14.232.162.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.163.0,14.232.164.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.165.0,14.232.166.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.167.0,14.232.167.255,AS,VN,Hanoi,"Đông Anh",21.1396,105.849
14.232.168.0,14.232.168.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.169.0,14.232.170.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.171.0,14.232.171.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.172.0,14.232.172.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.173.0,14.232.173.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.174.0,14.232.174.255,AS,VN,Hanoi,"Sóc Sơn",21.2578,105.849
14.232.175.0,14.232.177.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.178.0,14.232.178.255,AS,VN,,"Phù Ninh",21.0833,105.95
14.232.179.0,14.232.179.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.180.0,14.232.180.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.232.181.0,14.232.181.255,AS,VN,Hanoi,"Hai BàTrưng",21.0134,105.848
14.232.182.0,14.232.182.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.232.183.0,14.232.183.255,AS,VN,Hanoi,"Hai BàTrưng",21.0134,105.848
